metier;area_management;number_cell_management;number_cell_metier;number_cell_intersection
8.a;zbsi_penatules;106;230;50
8.a;Zone_3miles-2rectSud;52;230;12
8.a;Zone_Coraux;48;230;15
8.a;zone_FermG;702;230;230
8.a;Zone_ZFH_FrayereSole;56;230;36
8.b;zbsi_penatules;106;124;44
8.b;Zone_3miles-2rectSud;52;124;7
8.b;Zone_Coraux;48;124;9
8.b;zone_FermG;702;124;124
8.b;Zone_ZFH_FrayereSole;56;124;19
D-Zunique @ 15-Inf;zbsi_penatules;106;5;1
D-Zunique @ 15-Inf;Zone_3miles-2rectSud;52;5;0
D-Zunique @ 15-Inf;Zone_Coraux;48;5;0
D-Zunique @ 15-Inf;zone_FermG;702;5;5
D-Zunique @ 15-Inf;Zone_ZFH_FrayereSole;56;5;0
D-Zunique @ other-12-15;zbsi_penatules;106;92;19
D-Zunique @ other-12-15;Zone_3miles-2rectSud;52;92;14
D-Zunique @ other-12-15;Zone_Coraux;48;92;0
D-Zunique @ other-12-15;zone_FermG;702;92;92
D-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;92;21
D_2_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;13;0
D_2_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
D_2_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;13;0
D_2_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;13;13
D_2_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;2
D_2_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;50;2
D_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;50;9
D_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;50;0
D_2_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;50;50
D_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;50;15
D_2_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;44;2
D_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;44;12
D_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;44;0
D_2_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;44;44
D_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;44;4
D_2_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;137;29
D_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;137;14
D_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;137;0
D_2_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;137;137
D_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;137;26
D_2_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;40;2
D_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;40;8
D_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;40;0
D_2_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;40;40
D_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;40;12
D_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;11;0
D_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;11;4
D_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;11;0
D_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;11;11
D_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;11;1
D_2_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;56;3
D_2_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;56;13
D_2_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;56;0
D_2_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;56;56
D_2_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;56;13
D_2_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;106;20
D_2_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;106;13
D_2_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;106;5
D_2_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;106;106
D_2_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;106;20
D_2_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;3;0
D_2_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;3;0
D_2_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;3;0
D_2_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;3;3
D_2_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;3;3
D_2_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;16;4
D_2_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;16;0
D_2_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;16;0
D_2_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;16;16
D_2_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;16;11
D_low_activity_1_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;8;0
D_low_activity_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;8;3
D_low_activity_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;8;0
D_low_activity_1_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;8;8
D_low_activity_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;8;0
D_low_activity_1_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;26;1
D_low_activity_1_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;26;6
D_low_activity_1_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;26;0
D_low_activity_1_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;26;26
D_low_activity_1_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;26;4
D_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;71;21
D_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;71;6
D_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;71;0
D_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;71;71
D_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;71;29
D_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;85;6
D_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;85;13
D_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;85;0
D_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;85;85
D_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;85;23
D_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;210;58
D_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;210;16
D_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;210;5
D_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;210;210
D_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;210;53
D_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;zbsi_penatules;106;17;4
D_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_3miles-2rectSud;52;17;1
D_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_Coraux;48;17;0
D_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;zone_FermG;702;17;17
D_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_ZFH_FrayereSole;56;17;11
D_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;83;10
D_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;83;10
D_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;83;0
D_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;83;83
D_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;83;26
D_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;3;0
D_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;3;0
D_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;3;0
D_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;3;3
D_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;3;1
D_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;11;0
D_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;11;4
D_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;11;0
D_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;11;11
D_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;11;1
D_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;14;0
D_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;14;4
D_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;14;0
D_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;14;14
D_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;14;4
D_metier_OTH_Zunique @ Flottille espèces autres-10-12;zbsi_penatules;106;79;21
D_metier_OTH_Zunique @ Flottille espèces autres-10-12;Zone_3miles-2rectSud;52;79;12
D_metier_OTH_Zunique @ Flottille espèces autres-10-12;Zone_Coraux;48;79;2
D_metier_OTH_Zunique @ Flottille espèces autres-10-12;zone_FermG;702;79;79
D_metier_OTH_Zunique @ Flottille espèces autres-10-12;Zone_ZFH_FrayereSole;56;79;16
D_metier_OTH_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;110;8
D_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;110;22
D_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;110;0
D_metier_OTH_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;110;110
D_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;110;22
D_metier_OTH_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;181;45
D_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;181;17
D_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;181;0
D_metier_OTH_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;181;181
D_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;181;50
D_metier_OTH_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;35;1
D_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;35;9
D_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;35;0
D_metier_OTH_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;35;35
D_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;35;8
D_metier_OTH_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;40;4
D_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;40;5
D_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;40;0
D_metier_OTH_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;40;40
D_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;40;14
D_Zhigh @ bob_north-12-15;zbsi_penatules;106;50;4
D_Zhigh @ bob_north-12-15;Zone_3miles-2rectSud;52;50;5
D_Zhigh @ bob_north-12-15;Zone_Coraux;48;50;3
D_Zhigh @ bob_north-12-15;zone_FermG;702;50;50
D_Zhigh @ bob_north-12-15;Zone_ZFH_FrayereSole;56;50;1
D_Zlow @ bob_north-12-15;zbsi_penatules;106;115;11
D_Zlow @ bob_north-12-15;Zone_3miles-2rectSud;52;115;11
D_Zlow @ bob_north-12-15;Zone_Coraux;48;115;5
D_Zlow @ bob_north-12-15;zone_FermG;702;115;115
D_Zlow @ bob_north-12-15;Zone_ZFH_FrayereSole;56;115;37
F-Zunique @ other-12-15;zbsi_penatules;106;11;0
F-Zunique @ other-12-15;Zone_3miles-2rectSud;52;11;2
F-Zunique @ other-12-15;Zone_Coraux;48;11;0
F-Zunique @ other-12-15;zone_FermG;702;11;11
F-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;11;3
F_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;51;9
F_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;51;6
F_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;51;0
F_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;51;51
F_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;51;17
F_1_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;80;8
F_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;80;12
F_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;80;0
F_1_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;80;80
F_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;80;26
F_1_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;11;0
F_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;11;4
F_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;11;0
F_1_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;11;11
F_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;11;1
F_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;93;10
F_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;93;21
F_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;93;0
F_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;93;93
F_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;93;18
F_1_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;32;1
F_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;32;9
F_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;32;0
F_1_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;32;32
F_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;32;5
F_1_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;15;5
F_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;15;0
F_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;15;0
F_1_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;15;15
F_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;15;9
F_1_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;83;9
F_1_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;83;17
F_1_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;83;0
F_1_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;83;83
F_1_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;83;18
F_1_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;134;30
F_1_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;134;15
F_1_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;134;0
F_1_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;134;134
F_1_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;134;30
F_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;52;20
F_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;52;5
F_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;52;0
F_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;52;52
F_low_activity_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;52;12
F_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;48;2
F_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;48;9
F_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;48;0
F_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;48;48
F_low_activity_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;48;6
F_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;13;0
F_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
F_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;13;0
F_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;13;13
F_low_activity_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;2
F_low_activity_3_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;21;0
F_low_activity_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;21;5
F_low_activity_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;21;0
F_low_activity_3_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;21;21
F_low_activity_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;21;4
F_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;40;6
F_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;40;9
F_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;40;0
F_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;40;40
F_low_activity_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;40;1
F_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;20;1
F_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;20;6
F_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;20;0
F_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;20;20
F_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;20;0
F_low_activity_3_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;74;7
F_low_activity_3_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;74;17
F_low_activity_3_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;74;0
F_low_activity_3_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;74;74
F_low_activity_3_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;74;12
F_low_activity_3_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;64;14
F_low_activity_3_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;64;9
F_low_activity_3_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;64;0
F_low_activity_3_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;64;64
F_low_activity_3_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;64;12
F_low_activity_3_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;16;2
F_low_activity_3_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;16;3
F_low_activity_3_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;16;0
F_low_activity_3_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;16;16
F_low_activity_3_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;16;9
F_metier_OTH-Zunique @ 15-Inf;zbsi_penatules;106;158;40
F_metier_OTH-Zunique @ 15-Inf;Zone_3miles-2rectSud;52;158;11
F_metier_OTH-Zunique @ 15-Inf;Zone_Coraux;48;158;7
F_metier_OTH-Zunique @ 15-Inf;zone_FermG;702;158;158
F_metier_OTH-Zunique @ 15-Inf;Zone_ZFH_FrayereSole;56;158;51
F_metier_OTH-Zunique @ bob_north-12-15;zbsi_penatules;106;157;29
F_metier_OTH-Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;157;10
F_metier_OTH-Zunique @ bob_north-12-15;Zone_Coraux;48;157;8
F_metier_OTH-Zunique @ bob_north-12-15;zone_FermG;702;157;157
F_metier_OTH-Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;157;35
F_metier_OTH-Zunique @ bob_south-12-15;zbsi_penatules;106;118;41
F_metier_OTH-Zunique @ bob_south-12-15;Zone_3miles-2rectSud;52;118;11
F_metier_OTH-Zunique @ bob_south-12-15;Zone_Coraux;48;118;1
F_metier_OTH-Zunique @ bob_south-12-15;zone_FermG;702;118;118
F_metier_OTH-Zunique @ bob_south-12-15;Zone_ZFH_FrayereSole;56;118;31
F_metier_OTH-Zunique @ other-12-15;zbsi_penatules;106;53;8
F_metier_OTH-Zunique @ other-12-15;Zone_3miles-2rectSud;52;53;5
F_metier_OTH-Zunique @ other-12-15;Zone_Coraux;48;53;2
F_metier_OTH-Zunique @ other-12-15;zone_FermG;702;53;53
F_metier_OTH-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;53;15
F_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;163;37
F_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;163;17
F_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;163;0
F_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;163;163
F_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;163;38
F_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;105;19
F_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;105;13
F_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;105;0
F_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;105;105
F_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;105;26
F_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;23;0
F_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;23;2
F_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;23;0
F_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;23;23
F_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;23;5
F_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;21;0
F_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;21;5
F_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;21;0
F_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;21;21
F_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;21;4
F_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;25;0
F_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;25;6
F_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;25;0
F_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;25;25
F_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;25;3
F_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;110;13
F_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;110;22
F_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;110;0
F_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;110;110
F_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;110;21
F_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;77;8
F_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;77;17
F_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;77;0
F_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;77;77
F_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;77;8
F_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;63;5
F_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;63;7
F_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;63;0
F_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;63;63
F_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;63;20
F_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;42;4
